login_timestamp,is_risky,source,platform,city,region,country,browser,user_agent,user_id,device_no
2020-09-07 22:00:55.900000+00:00,False,username_password,native,Oklahoma City,Oklahoma,US,motorola,Dalvik/2.1.0 (Linux; U; Android 9; moto g(6) play Build/PCPS29.118-67-9),37,38
2020-09-03 18:58:44.017000+00:00,True,username_password,web,Buffalo,New York,US,Chrome Mobile,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G900V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",38,39
2020-09-02 00:28:51.061000+00:00,False,username_password,web,Vancouver,British Columbia,CA,Chrome,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36",39,40
2020-08-28 18:32:57.156000+00:00,False,username_password,web,Vancouver,British Columbia,CA,Chrome,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36",39,41
2020-08-25 08:38:57.201000+00:00,False,username_password,native,Singapore,null,SG,Google,Dalvik/2.1.0 (Linux; U; Android 8.1.0; Android SDK built for x86 Build/OSM1.180201.007),40,42
2020-08-25 07:42:51.411000+00:00,True,username_password,web,null,Virginia,US,Chrome,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36",41,43
2020-08-25 11:55:50.937000+00:00,False,username_password,web,null,Virginia,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13099.110.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.136 Safari/537.36",42,44
2020-08-27 16:27:00.681000+00:00,False,username_password,native,Philadelphia,Pennsylvania,US,samsung,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G550T1 Build/MMB29K),43,45
2020-09-09 00:16:49.916000+00:00,False,username_password,native,Copperopolis,California,US,samsung,Dalvik/2.1.0 (Linux; U; Android 7.1.1; SM-T350 Build/NMF26X),44,46
2020-09-08 07:04:48.382000+00:00,False,username_password,web,Festus,Missouri,US,Firefox,Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0,45,47
2020-08-25 22:32:45.646000+00:00,True,username_password,web,null,Virginia,US,Chrome,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36",39,48
2020-08-31 07:45:55.425000+00:00,False,username_password,web,Seattle,Washington,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",46,49
2020-09-07 14:51:20.815000+00:00,False,username_password,web,Wake Forest,North Carolina,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13099.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.110 Safari/537.36",47,50
2020-08-27 11:14:59.207000+00:00,False,username_password,web,Houston,Texas,US,Chrome Mobile,"Mozilla/5.0 (Linux; Android 8.1.0; LM-X220PM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.96 Mobile Safari/537.36",48,51
2020-09-09 00:52:32.411000+00:00,False,username_password,native,Copperopolis,California,US,samsung,Dalvik/2.1.0 (Linux; U; Android 7.1.1; SM-T350 Build/NMF26X),44,46
2020-08-25 07:42:38.784000+00:00,True,username_password,web,null,Virginia,US,Chrome,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36",41,43
2020-10-10 21:34:09.901000+00:00,False,username_password,web,Longview,Texas,US,Chrome Mobile,"Mozilla/5.0 (Linux; Android 8.1.0; LML713DL Build/OPM1.171019.019) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36",49,52
2020-10-10 21:30:19.763000+00:00,True,username_password,web,Longview,Texas,US,Chrome Mobile,"Mozilla/5.0 (Linux; Android 8.1.0; LML713DL Build/OPM1.171019.019) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36",49,52
2020-10-10 21:50:40.903000+00:00,False,username_password,web,Longview,Texas,US,Chrome Mobile,"Mozilla/5.0 (Linux; Android 8.1.0; LML713DL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36",49,53
2020-10-09 23:26:46.808000+00:00,False,username_password,web,San Jose,California,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13310.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.84 Safari/537.36",50,54
2020-10-11 18:55:21.741000+00:00,False,username_password,web,Dallas,Texas,US,Chrome Mobile,"Mozilla/5.0 (Linux; Android 8.1.0; Z559DL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36",51,55
2020-10-12 13:43:12.314000+00:00,False,username_password,web,Altha,Florida,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13099.110.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.136 Safari/537.36",52,56
2020-09-29 14:27:37.088000+00:00,False,username_password,native,Santa Barbara,California,US,LGE,Dalvik/2.1.0 (Linux; U; Android 9; LGL455DL Build/PKQ1.190522.001),53,57
2020-10-13 17:21:40.806000+00:00,False,username_password,web,Wake Forest,North Carolina,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13099.72.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.94 Safari/537.36",54,58
2020-09-25 23:20:48.278000+00:00,False,username_password,web,Paris,Tennessee,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13310.76.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.108 Safari/537.36",55,59
2020-09-24 01:56:00.111000+00:00,False,username_password,web,null,null,US,Chrome,"Mozilla/5.0 (Linux; Android 9; 100005206) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.101 Safari/537.36",56,60
2020-09-24 16:55:53.875000+00:00,False,username_password,web,Jackson,Tennessee,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13310.76.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.108 Safari/537.36",57,61
2020-09-29 01:03:16.474000+00:00,False,username_password,web,Englishtown,New Jersey,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13310.76.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.108 Safari/537.36",58,62
2020-10-03 22:33:24.141000+00:00,False,username_password,web,Las Vegas,Nevada,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13310.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.84 Safari/537.36",59,63
2020-10-01 02:18:09.492000+00:00,False,username_password,native,Montgomery,Alabama,US,motorola,Dalvik/2.1.0 (Linux; U; Android 10; moto g(7) play Build/QPYS30.85-18-3),60,64
2020-09-27 07:38:21.784000+00:00,False,username_password,web,Biloxi,Mississippi,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13310.76.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.108 Safari/537.36",61,65
2020-09-30 17:10:35.133000+00:00,False,username_password,web,Warminster,Pennsylvania,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13310.91.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.131 Safari/537.36",62,66
2020-10-12 13:28:26.051000+00:00,True,username_password,web,Altha,Florida,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13099.110.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.136 Safari/537.36",63,67
2020-10-08 18:22:36.681000+00:00,False,username_password,web,Pittsburgh,Pennsylvania,US,Chrome Mobile,"Mozilla/5.0 (Linux; Android 9; REVVLRY) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36",64,68
2020-10-09 22:56:22.982000+00:00,False,username_password,native,Panama City,Florida,US,motorola,Dalvik/2.1.0 (Linux; U; Android 9; moto e6 (XT2005DL) Build/PPBS29.73-52-17),65,69
2020-10-13 22:47:56.278000+00:00,False,username_password,web,null,Georgia,US,Chrome Mobile,"Mozilla/5.0 (Linux; Android 8.0.0; moto e5 cruise) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Mobile Safari/537.36",66,70
2020-10-14 18:00:20.491000+00:00,False,username_password,web,null,Minnesota,US,Chrome Mobile,"Mozilla/5.0 (Linux; Android 6.0.1; Z799VL Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.84 Mobile Safari/537.36",67,71
2020-09-22 06:47:43.209000+00:00,False,username_password,web,Mililani Town,Hawaii,US,Chrome,"Mozilla/5.0 (X11; CrOS armv7l 12105.100.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.144 Safari/537.36",68,72
2020-09-30 02:39:39.399000+00:00,False,username_password,native,Antioch,Tennessee,US,LGE,Dalvik/2.1.0 (Linux; U; Android 8.1.0; LM-X212(G) Build/OPM1.171019.026),69,73
2020-10-07 15:12:44.917000+00:00,False,facebook_signin,web,Raleigh,North Carolina,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13310.93.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.133 Safari/537.36",70,74
2020-10-09 22:23:47.518000+00:00,False,username_password,web,Antioch,Tennessee,US,Chrome Mobile,"Mozilla/5.0 (Linux; Android 7.0; LG-TP260) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.101 Mobile Safari/537.36",71,75
2020-10-01 23:50:54.559000+00:00,False,username_password,web,Plant City,Florida,US,Chrome Mobile,"Mozilla/5.0 (Linux; Android 7.0; VS835) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36",72,76
2020-10-09 17:39:07.776000+00:00,False,username_password,web,Sens,Yonne,FR,Chrome,"Mozilla/5.0 (Linux; Android 7.1.1; SM-T555) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Safari/537.36",73,77
2020-09-30 20:37:39.349000+00:00,True,username_password,web,Uniontown,Pennsylvania,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13020.82.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.112 Safari/537.36",74,78
2020-10-11 15:25:51.199000+00:00,False,username_password,web,null,null,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36",75,79
2020-10-10 01:46:58.687000+00:00,True,username_password,web,Charlotte,North Carolina,US,Chrome Mobile,"Mozilla/5.0 (Linux; Android 8.1.0; LM-X410PM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36",76,80
2020-10-10 01:53:02.966000+00:00,True,username_password,web,Charlotte,North Carolina,US,Chrome Mobile,"Mozilla/5.0 (Linux; Android 8.1.0; LM-X410PM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36",76,80
2020-09-23 00:33:27.980000+00:00,False,username_password,web,Vancouver,British Columbia,CA,Chrome,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36",39,81
2020-09-23 17:51:08.772000+00:00,False,username_password,web,Cullman,Alabama,US,Chrome,"Mozilla/5.0 (X11; CrOS armv7l 13020.87.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.119 Safari/537.36",77,82
2020-10-06 04:46:41.722000+00:00,True,username_password,web,Plainfield,Illinois,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13310.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.84 Safari/537.36",78,83
2020-10-14 20:05:22.305000+00:00,False,username_password,web,Raleigh,North Carolina,US,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 13310.93.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.133 Safari/537.36",79,84
2020-09-26 21:54:36.678000+00:00,False,username_password,web,San Antonio,Texas,US,Chrome Mobile,"Mozilla/5.0 (Linux; Android 9; LM-Q710.FG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.101 Mobile Safari/537.36",80,85
2020-08-29 00:32:20.320000+00:00,True,username_password,web,Myrtle Beach,South Carolina,US,,,81,86
2020-08-31 00:06:10.369000+00:00,False,username_password,web,Louisville,Colorado,US,,,82,86
2020-08-30 11:45:53.829000+00:00,False,username_password,web,Worcester,Massachusetts,US,,,83,86
2020-09-08 07:02:33.543000+00:00,False,username_password,web,Sofia,Sofia-Capital,BG,,,84,86
2020-09-08 12:18:41.463000+00:00,False,username_password,web,Forked River,New Jersey,US,,,85,86
2020-09-08 16:05:30.070000+00:00,True,username_password,web,Montreuil,Seine-Saint-Denis,FR,,,86,86
2020-08-27 23:08:24.318000+00:00,False,username_password,web,Milwaukee,Wisconsin,US,,,87,86
2020-09-08 18:52:22.099000+00:00,False,username_password,web,Dallas,Texas,US,,,88,86
2020-09-08 15:51:36.505000+00:00,False,facebook_signin,web,Brooklyn,New York,US,,,89,86
2020-08-30 21:53:09.057000+00:00,True,username_password,web,Houston,Texas,US,,,90,86
2020-09-08 20:20:33.161000+00:00,False,username_password,web,Compton,California,US,,,91,86
2020-09-08 20:38:49.203000+00:00,False,username_password,web,Vancouver,Washington,US,,,92,86
2020-09-08 23:17:57.669000+00:00,True,username_password,web,McAllen,Texas,US,,,93,86
2020-09-08 23:50:02.741000+00:00,False,username_password,web,Atlanta,Georgia,US,,,94,86
2020-09-08 14:31:22.989000+00:00,False,username_password,web,Milwaukee,Wisconsin,US,,,95,86
2020-09-07 16:37:41.540000+00:00,True,username_password,web,Warwick,Rhode Island,US,,,96,86
2020-08-30 08:40:43.773000+00:00,False,username_password,web,Sollentuna,Stockholm County,SE,,,97,86
2020-09-08 17:44:50.532000+00:00,False,username_password,web,Somerset,New Jersey,US,,,98,86
2020-09-08 13:23:46.034000+00:00,True,username_password,web,Dallas,Texas,US,,,99,86
2020-09-07 13:43:42.434000+00:00,False,username_password,web,Auburndale,Florida,US,,,100,86
2020-08-27 19:46:26.469000+00:00,False,username_password,web,Dallas,Texas,US,,,101,86
2020-08-29 01:41:45.429000+00:00,False,username_password,web,Spring Hill,Florida,US,,,102,86
2020-09-08 01:04:16.601000+00:00,False,username_password,web,San Diego,California,US,,,103,86
2020-09-07 13:59:45.567000+00:00,False,username_password,web,Winnipeg,Manitoba,CA,,,104,86
2020-08-26 02:19:56.682000+00:00,False,username_password,web,null,Virginia,US,,,105,86
2020-08-27 13:42:19.353000+00:00,False,username_password,web,Brookshire,Texas,US,,,106,86
2020-09-08 14:43:00.957000+00:00,False,username_password,web,Yuma,Arizona,US,,,107,86
2020-09-07 14:03:54.947000+00:00,False,username_password,web,Montreal,Quebec,CA,,,108,86
2020-08-28 22:29:22.947000+00:00,False,username_password,web,null,New Mexico,US,,,109,86
2020-08-27 21:11:37.484000+00:00,False,username_password,web,Salt Lake City,Utah,US,,,110,86
2020-08-30 06:21:12.820000+00:00,False,username_password,web,Burbank,California,US,,,111,86
2020-08-30 19:40:23.845000+00:00,False,username_password,web,Bentonville,Arkansas,US,,,112,86
2020-09-08 00:26:39.996000+00:00,False,username_password,web,Modesto,California,US,,,113,86
2020-08-27 15:46:42.744000+00:00,False,username_password,web,Austin,Texas,US,,,114,86
2020-08-28 14:42:40.769000+00:00,False,username_password,web,Milford,Delaware,US,,,115,86
2020-09-09 04:54:59.899000+00:00,False,username_password,web,Waterbury,Connecticut,US,,,116,86
2020-09-08 05:10:59.193000+00:00,False,username_password,web,Phoenix,Arizona,US,,,117,86
2020-09-08 19:18:04.608000+00:00,False,username_password,web,Yoakum,Texas,US,,,118,86
2020-08-26 21:35:08.817000+00:00,False,username_password,web,Louisville,Kentucky,US,,,119,86
2020-08-28 22:37:13.876000+00:00,False,username_password,web,Yorkville,Illinois,US,,,120,86
2020-08-29 01:00:26.935000+00:00,False,username_password,web,St Louis,Missouri,US,,,121,86
2020-09-08 13:43:05.665000+00:00,False,username_password,web,Dayton,Ohio,US,,,122,86
2020-08-31 14:36:47.236000+00:00,False,username_password,web,Los Angeles,California,US,,,123,86
2020-08-31 05:29:17.535000+00:00,True,username_password,web,San Francisco,California,US,,,124,86
2020-09-07 14:05:29.770000+00:00,True,username_password,web,Dillon,Colorado,US,,,125,86
2020-08-29 18:47:37.573000+00:00,False,username_password,web,Riverside,California,US,,,126,86
2020-08-28 02:05:54.858000+00:00,False,username_password,web,Murfreesboro,Tennessee,US,,,127,86
2020-09-03 21:10:09.432000+00:00,False,username_password,web,Jakarta,Jakarta,ID,,,128,86
2020-09-08 01:36:35.636000+00:00,False,username_password,web,Hialeah,Florida,US,,,129,86
2020-09-08 20:14:42.510000+00:00,False,username_password,web,Austin,Texas,US,,,130,86
2020-08-29 18:45:19.339000+00:00,True,username_password,web,Riverside,California,US,,,126,86
2020-08-31 14:34:23.356000+00:00,False,username_password,web,Los Angeles,California,US,,,131,86
2020-08-29 20:21:42.965000+00:00,False,username_password,web,Knoxville,Tennessee,US,,,132,86
2020-08-29 20:24:45.322000+00:00,True,username_password,web,Dallas,Texas,US,,,133,86
2020-09-09 02:28:52.008000+00:00,False,username_password,web,Austin,Texas,US,,,134,86
2020-09-08 01:34:31.077000+00:00,True,username_password,web,Austin,Texas,US,,,118,86
2020-09-08 22:52:46.660000+00:00,False,username_password,web,Wheaton,Illinois,US,,,135,86
2020-08-28 11:51:17.578000+00:00,False,username_password,web,Edgware,Barnet,GB,,,136,86
2020-09-09 02:33:57.180000+00:00,False,username_password,web,Dallas,Texas,US,,,137,86
2020-08-28 17:38:39.786000+00:00,False,username_password,web,Honolulu,Hawaii,US,,,138,86
2020-08-26 23:56:38.072000+00:00,False,username_password,web,Tipp City,Ohio,US,,,139,86
2020-08-30 19:26:40.447000+00:00,False,username_password,web,Moline,Illinois,US,,,140,86
